Country,Type,Date(s),Artist / Guest,Event Name,Location,Venue + Map
USA,Concert,Jul 1,Dreamcatcher,Apocalypse: Save us,"Reading, PA",Santander Arena
USA,Concert,Aug 15,LOONA,[LOONATHEWORLD],"Reading, PA",[Santander Arena]()
USA,Festival,May 20-21,"BTOB, CRAVITY, NMIXX, STAYC, TO1",KCON Premiere Chicago,"Rosemont, IL",Rosemont Theatre
USA,Concert,Feb 8,"Eric Nam, Audrey Mika",There And Back World Tour,"Salt Lake City, UT",The Complex
USA,Concert,Mar 8,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Salt Lake City, UT",The Depot
USA,Concert,Apr 4,VANNER,BOOST UP Pt.1,"Salt Lake City, UT",The Complex
USA,Concert,Mar 29,VANNER,BOOST UP Pt.1,"San Antonio, TX",Paper Tiger
USA,Concert,Oct 3,Mark Tuan (GOT7),The Other Side Tour,"San Antonio, TX",Aztec Theatre
USA,Concert,Oct 5,VERIVERY,PAGE:0,"San Antonio, TX",Vibes Event Center
USA,Concert,Oct 16,OMEGA X,CONNECT: Don't Give Up,"San Antonio, TX",[Vibes Entertainment Center]()
USA,Concert,Jan 25,"Eric Nam, Audrey Mika",There And Back World Tour,"San Diego, CA",The Observatory North Park
USA,Concert,Apr 6,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"San Diego, CA",Soma San Diego
USA,Concert,Jul 22,GSoul,2022 Tour,"San Diego, CA",HOB Voodoo Room
USA,Concert,Jan 30,"Eric Nam, Audrey Mika",There And Back World Tour,"San Francisco, CA",The Warfield
USA,Concert,Feb 8,BLITZERS,Check-in US Tour,"San Francisco, CA",Regency Ballroom
USA,Concert,Apr 3,"Woo, Coogie, DeVita, Sogumm, DJ Wegun",Above Ordinary,"San Francisco, CA",August Hall
USA,Concert,Apr 6,VANNER,BOOST UP Pt.1,"San Francisco, CA",Great American Music Hall
USA,Fanmeet,Apr 29,CIX,REBEL in U.S. Fan Sign,"San Francisco, CA",Hillside Club
USA,Concert,Apr 30,CIX,REBEL in U.S.,"San Francisco, CA",The UC Theatre
USA,Concert,Jul 14,Dreamcatcher,Apocalypse: Save us,"San Francisco, CA",The Midway
USA,Concert,Jul 19,GSoul,2022 Tour,"San Francisco, CA",Brick & Mortar
USA,Concert,Jul 21,Brave Girls,Summer Tour,"San Francisco, CA",Fort Mason Cowell Theatre
USA,Concert,Jul 21,TXT,ACT: LOVE SICK,"San Francisco, CA",Bill Graham Civic Auditorium
USA,Concert,Jul 24,(G)I-DLE,JUST ME ()I-DLE,"San Francisco, CA",The Warfield
USA,Concert,Aug 4,LOONA,[LOONATHEWORLD],"San Francisco, CA",The Midway
USA,Concert,Aug 23,"CRAVITY, LIGHTSUM, STAYC, TO1",KCON US Tour,"San Francisco, CA",
USA,Concert,Aug 26,MCND,1ST' America Tour,"San Francisco, CA",Social Hall SF
USA,Concert,Sep 5,JUNNY,the 'blanc' tour,"San Francisco, CA",The Midway
USA,Concert,Sep 13,Sunmi,GOOD GIRL GONE MAD,"San Francisco, CA",[The Warfield]()
USA,Concert,Oct 7,DPR,REGIME World Tour,"San Francisco, CA",The Warfield
USA,Concert,Oct 9,VERIVERY,PAGE:0,"San Francisco, CA",[The Midway]()
USA,Concert,Oct 21,OMEGA X,CONNECT: Don't Give Up,"San Francisco, CA",[UC Theatre]()
USA,Concert,Oct 28,AleXa,Meet & Live Tour,"San Francisco, CA",Marines' Memorial Theatre
USA,Concert,Nov 3,Mark Tuan (GOT7),The Other Side Tour,"San Francisco, CA",The Fillmore
USA,Concert,Nov 9,The Rose,Heal Together' World Tour,"San Francisco, CA",[The Warfield]()
USA,Concert,Nov 12,Kim Woojin,First U.S. Tour,"San Francisco, CA",Marines' Memorial Theatre
USA,Concert,TBA,Jamie (Park Jimin),North American Tour,"San Francisco, CA",[The Midway]()
USA,Concert,Jun 24,Golden Child,Meet & Live in USA,"San Jose, CA",Montgomery Theatre
USA,Concert,TBA,THE BOYZ,THE B-ZONE in USA,"San Jose, CA",San Jose Civic
USA,Concert,Aug 24,KARD,2022 WILD KARD,"San Jose, CA",San Jose Civic
USA,Concert,Sep 17,WEi,First Love,"San Jose, CA",Montgomery Theater
USA,Concert,Oct 5,DKB,Meet & Live Grand America,"San Jose, CA",Montgomery Theater
USA,Concert,Jan 27,"Eric Nam, Audrey Mika",There And Back World Tour,"Santa Ana, CA",The Observatory Santa Ana
USA,Concert,Dec 4,Yerin Baek,North America Tour,"Santa Ana, CA",The Observatory
USA,Concert,Mar 31,VANNER,BOOST UP Pt.1,"Sauget, IL",Pop's
USA,Concert,Feb 2,"Eric Nam, Audrey Mika",There And Back World Tour,"Seattle, WA",Showbox SoDo
USA,Concert,Feb 9,BLITZERS,Check-in US Tour,"Seattle, WA",The Showbox
USA,Concert,Mar 1,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Seattle, WA",Showbox SoDo
USA,Concert,Mar 30,"Woo, Coogie, DeVita, Sogumm, DJ Wegun",Above Ordinary,"Seattle, WA",Chop Suey
USA,Concert,Apr 7,SE SO NEON,2022 Live,"Seattle, WA",Substation
USA,Fanmeet,Jun 29,AB6IX,AB_NEW AREA in U.S.,"Seattle, WA",The Showbox
USA,Concert,Jul 14-15,Stray Kids,MANIAC World Tour,"Seattle, WA",Climate Pledge Arena
USA,Concert,Jul 24,GSoul,2022 Tour,"Seattle, WA",Madam Lou's
USA,Concert,Jul 27,(G)I-DLE,JUST ME ()I-DLE,"Seattle, WA",Showbox SoDo
USA,Concert,Aug 15,PIXY,Didn't See Us Coming,"Seattle, WA",Madame Lou's
USA,Concert,Aug 12,SEVENTEEN,BE THE SUN,"Seattle, WA",Climate Pledge Arena
USA,Concert,Aug 22,KARD,2022 WILD KARD,"Seattle, WA",Moore Theatre
USA,Concert,Sep 7,JUNNY,the 'blanc' tour,"Seattle, WA",The Crocodile
USA,Concert,Sep 10,Sunmi,GOOD GIRL GONE MAD,"Seattle, WA",Showbox SoDo
USA,Concert,Oct 5,DPR,REGIME World Tour,"Seattle, WA",Paramount Theatre
USA,Concert,Oct 29,Mark Tuan (GOT7),The Other Side Tour,"Seattle, WA",Showbox SoDo
USA,Concert,Nov 13,The Rose,Heal Together' World Tour,"Seattle, WA",[Showbox SoDo]()
USA,Concert,Dec 21,Yerin Baek,North America Tour,"Seattle, WA",Neptune Theatre
USA,Concert,TBA,Jamie (Park Jimin),North American Tour,"Seattle, WA",The Crocodile
USA,Concert,Mar 23,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Silver Spring, MD",The Fillmore
USA,Concert,Dec 19,Yerin Baek,North America Tour,"Silver Spring, MD",The Fillmore
USA,Concert,Apr 10,MustB,2022 US Tour,"St. Louis, MO",
USA,Concert,June 1,MONSTA X,NO LIMIT US Tour,"Sunrise, FL",FLA Live Arena
USA,Concert,Jan 31,ATEEZ,The Fellowship: The Beginning of the End,The Forum,"Los Angeles, CA"
USA,Concert,Mar 18,VANNER,BOOST UP Pt.1,"Warrendale, PA",Jergel's Rhythm Grille
USA,Concert,Mar 13,P1Harmony,P1ustage H : PEACE Tour,"Washington, D.C.",Warner Theatre
USA,Concert,Apr 1,SE SO NEON,2022 Live,"Washington, D.C.",DC9
USA,Convention,Jul 29,"AleXa, PIXY",Otakon,"Washington, D.C.",Walter E. Washington Convention Center
USA,Concert,Aug 28,SEVENTEEN,BE THE SUN,"Washington, D.C.",Capital One Arena
USA,Concert,Feb 26,"Eric Nam, Audrey Mika",There And Back World Tour,"Washington, DC",The Fillmore
USA,Concert,Aug 10,KARD,2022 WILD KARD,"Washington, DC",Warner Theatre
USA,Concert,Aug 17,LOONA,[LOONATHEWORLD],"Washington, DC",[MGM National Harbor]()
USA,Concert,Sep 21,DPR,REGIME World Tour,"Washington, DC",Echostage
USA,Concert,Oct 18,Mark Tuan (GOT7),The Other Side Tour,"Washington, DC",9:30 Club
USA,Concert,Oct 27,The Rose,Heal Together' World Tour,"Washington, DC",Warner Theatre
USA,Concert,Jun 2,Woosung,MOTH EP Showcase,"West Hollywood, CA",Roxy Theatre
USA,Concert,Feb 13,ONEUS,BLOOD MOON Tour,"Wilkes-Barre, PA",The FM Kirby Center
USA,Concert,Oct 4,OMEGA X,CONNECT: Don't Give Up,"Wilkes-Barre, PA",FM Kirby Center
USA,Concert,Oct 1,OMEGA X,CONNECT: Don't Give Up,"Worcester, MA",Palladium
Uzbekistan,Concert,Nov 4-5,BLANK2Y,FUEGO' Tour,"Tashkent, UZ",
Uzbekistan,Concert,Sep 25,"Ailee, Kai (EXO), F.able",MOKKOJI,Uzbekistan,
Vietnam,Festival,Dec 17-18,"MOMOLAND, LAPILLUS, BLANK2Y",Korea-Vietnam Culture & Tourism Fest,,
El Salvador,Concert,October,E'LAST,Latin America Tour,El Salvador,
Portugal,Festival,Jul 9,CL,RFM SOMNII 2022,"Figueira da Foz, PT",Praia do Cabedelo
Spain,Concert,Apr 23-24,ATEEZ,The Fellowship: Beginning of the End,"Madrid, ES",Palacio Vistalegre
Spain,Concert,Aug 17,Sunmi,GOOD GIRL GONE MAD,"Madrid, ES",Sala Blackbox @ Palacio Vistalegre
Spain,Concert,Sep 2,Wonho,FACADE in Europe,"Madrid, ES",Palacio Vistalegre
Spain,Concert,Oct 19,PIXY,Wanna Be Your Villain,"Madrid, ES",[Sala Cool]()
United Kingdom,Concert,Apr 12,Eric Nam,There And Back World Tour,"Manchester, UK",O2 Ritz
United Kingdom,Concert,Oct 12,W24,W24 in UK,"Manchester, UK",Rebellion
United Kingdom,Concert,Nov 14,DPR,REGIME World Tour,"Manchester, UK",Academy 2
France,Concert,Apr 17,MCND,Europe Tour 2022,"Toulon, FR",Mang'Azur @ Palais Congres Neptune
