Country,Type,Date(s),Artist / Guest,Event Name,Location,Venue + Map,Tickets,Official
South Korea,Concert,Aug 31 - Sep 02,Leo (VIXX),Canvas,"Yongsan, Seoul",Blue Square I-Market Hall,Interpark,---
Spain,Concert,Feb 18,Dreamcatcher,Fly High,"Madrid, Spain",Sala Riviera,Vayaentradas,MyMusicTaste
Spain,Concert,May 30,G2,G2 2018 Eurotrip,"Madrid, Spain",Gotham The Club,---,FB
Spain,Concert,Jun 23,Monsta X,The Connect,"Madrid, Spain",Palacio Vistalegre,Vayaentradas,MMT
Spain,Concert,Sept 05,BigOne,European Tour,"Madrid, Spain",Sala Silikona,Eventim,Beyond Ent
Spain,Concert,Sep 26,Zico,King of the Zungle,"Madrid, Spain",Sala Riviera,Vayaentradas,MyMusicTaste
Spain,Concert,Nov 27,The Rose,Paint it Rose 2nd Coloring,"Madrid, Spain",Sala But,TBA,MyMusicTaste
Sweden,Concert,Jun 05,Flowsik,Flowsik in Europe,"Stockholm, Sweden",Klubb Blå,TBA,FB
Sweden,Concert,Nov 30,The Rose,Paint it Rose 2nd Coloring,"Stockholm, Sweden",Fryshuset Klubben,TBA,MyMusicTaste
Taiwan,Concert,Oct 28,Hyukoh,24,Kaohsiung City,LIVE WAREHOUSE,iBon,---
Taiwan,Concert,Feb 28,Gfriend,Seasons of Gfriend,"New Taipei City, Taiwan",Xinzhuang Gymnasium,KKTix,--
Taiwan,Concert,May 26,NU'EST W,Double You,"New Taipei City, Taiwan",New Taipei City Exhibition Hall,tixcraft,---
Taiwan,Concert,Jun 16,Got7,Eyes on You,"New Taipei City, Taiwan",New Taipei City Exhibition Hall,TBA,---
Taiwan,Concert,Sept 01,Mamamoo,4 Season s/s,"New Taipei City, Taiwan",Hsinchuang Gym,iBon,---
Taiwan,Concert,Oct 06-07,Seventeen,Ideal Cut,"New Taipei City, Taiwan",Xinzhuang Stadium,TixCraft,---
Taiwan,Concert,Oct 27,Hyukoh,24,"Taichung City, Taiwan",Legacy Taichung,iBon,---
Taiwan,Concert,Jan 07,EXO,The EℓyXiOn,"Taipei City, Taiwan",Taipei Arena,Tixcraft,--
Taiwan,Concert,Feb 02,KARD,Wild Kard,"Taipei City, Taiwan",ATT SHOW BOX,iBon,MyMusicTaste
Taiwan,Concert,Mar 03,Jung Yong Hwa,Room 622,"Taipei City, Taiwan",TICC,TBA,IME Asia
Taiwan,Concert,Mar 31 - Apr 01,Super Junior,Super Show 7,"Taipei City, Taiwan",Taipei Arena,TixCraft,---
Taiwan,Concert,Apr 29,Jeong Sewoon,Ever After,"Taipei City, Taiwan",National Taiwan University,Kktix,J's Entertainment
Taiwan,Fanmeet,May 06,Siwon (Super Junior),卞赫的愛情見面會,"Taipei City, Taiwan",Nangang Exhibition Center,Kktix,Da Fang Ent.
Taiwan,Concert,Jun 02,Oh My Girl,1st Fan Concert in Taipei,"Taipei City, Taiwan",WESTAR,Kktix,NoFear
Taiwan,Concert,Jun 30,BOL4,Travel Together,"Taipei City, Taiwan",TICC,Kham,---
Taiwan,Fanmeet,Jul 07,Hwang Chiyeol,Love Stars 台北演唱會,"Taipei City, Taiwan",TICC,Kktix,---
Taiwan,Concert,Jul 08,B.A.P,[LIMITED],"Taipei City, Taiwan",TICC,ibon,---
Taiwan,Concert,Aug 04,Zion.T,Cinema,"Taipei City, Taiwan",TICC,Kham,---
Taiwan,Concert,Aug 11,Standing Egg,Dramatic Tour,"Taipei City, Taiwan",Legacy Taipei,Kktix,SonyMusicKpop
Taiwan,Concert,Sept 22,SF9,Fantasy Express,"Taipei City, Taiwan",Legacy Max,iBon,---
Taiwan,Fanmeet,Sept 23,Tiffany Young,Asia Fan Meeting Tour,"Taipei City, Taiwan",TICC,iBon,Chill Int'l
Taiwan,Concert,Oct 30,Hyukoh,24,"Taipei City, Taiwan",TICC,iBon,---
Taiwan,Concert,Dec 24-25,IU,#이지금 #dlwlrma,"Taipei City, Taiwan",Nangang Exhibition Center,TBA,Official
Taiwan,Concert,Aug 11,Various,K-Flow in Taiwan,"Taoyuan City, Taiwan",NTSU Arena,iBon,FB
Taiwan,Concert,Aug 25-26,Wanna One,One : The World,"Taoyuan City, Taiwan",NTSU Gym,Tixcraft,---
Taiwan,Concert,Sep 22,iKon,Continue,"Taoyuan City, Taiwan",NTSU Arena,LiveNation,Official
Taiwan,Concert,Sep 23,WINNER,Everywhere,"Taoyuan City, Taiwan",NTSU Arena,LiveNation,Official
Taiwan,Concert,Sep 29,Apink,Asia Tour,"Taoyuan City, Taiwan",NTSU Arena,Kham,---
Thailand,Concert,Jan 19,KARD,Wild Kard,"Bangkok, Thailand",Moon Star Studio,Cancelled,MyMusicTaste
Thailand,Concert,Jan 28,Super Junior,Super Show 7,"Bangkok, Thailand",IMPACT Arena,AllTicket,SMTrue
Thailand,Concert,Feb 10,Jung Yong Hwa,Room 622,"Bangkok, Thailand",Thunder Dome,IME Thai,IME Asia
Thailand,Fanmeet,Mar 03,Nichkhun,Khunvitation,"Bangkok, Thailand",MCC Hall The Mall,ThaiTicketMajor,---
Thailand,Fanmeet,Mar 03,Astro,Global Fan Meeting,"Bangkok, Thailand",Ultra Arena,ThaiTicketMajor,---
Thailand,Fanmeet,Mar 10,Jeong Sewoon,Be Happy,"Bangkok, Thailand",GMM Live House,Zenith Ent,---
Thailand,Concert,Mar 16-18,EXO,The EℓyXiOn,"Bangkok, Thailand",Impact Arena,AllTicket,---
Thailand,Concert,Apr 28,NU'EST W,Double You,"Bangkok, Thailand",Thunder Dome,ThaiTicketMajor,FeohThai
Thailand,Concert,May 11-13,Got7,Eyes on You,"Bangkok, Thailand",Impact Arena,SOLD OUT,---
Thailand,Fanmeet,Jun 03,NCT U,Taeyong & Ten,"Bangkok, Thailand",GMM Live House,Sold Out,SM True
Thailand,Showcase,Jun 03,Crush,Asia Showcase,"Bangkok, Thailand",Central Plaza Ladprao,Vendor,FB
Thailand,Fanmeet,Jun 09,UNB,YOU&ME,"Bangkok, Thailand",Thunder Dome,ThaiTicketMajor,---
Thailand,Concert,Jun 09,Standing Egg,Dramatic Tour,"Bangkok, Thailand",Voice Space,TicketMelon,SeenSceneSpace
Thailand,Concert,Jun 15,Se So Neon,Live w/ Fwends & FOLK9,"Bangkok, Thailand",Play Yard,TicketMelon,SeenSceneSpace
Thailand,Concert,Jun 24,B.A.P,[LIMITED],"Bangkok, Thailand",GMM Live House,TicketMelon,FB
Thailand,Concert,Jun 30,Monsta X,The Connect,"Bangkok, Thailand",Thunder Dome,Vendor,FB
Thailand,Fanmeet,Jul 07,Yoona,So Wonderful Day #Story_1,"Bangkok, Thailand",Thunder Dome,Allticket,SM True
Thailand,Concert,Aug 04-05,Wanna One,One : The World,"Bangkok, Thailand",IMPACT Arena,Vendor,FB
Thailand,Concert,Aug 17,TVXQ,Circle,"Bangkok, Thailand",IMPACT Arena,ThaiTicketMajor,---
Thailand,Concert,Aug 18,Twice,Fantasy Park,"Bangkok, Thailand",Thunder Dome,ThaiTicketMajor,---
Thailand,Fanmeet,Sept 20,Tiffany Young,Asia Fan Meeting Tour,"Bangkok, Thailand",Thunder Dome,TBA,FeohThai
Thailand,Concert,Sept 20,Jungigo,Live in Bangkok (20+),"Bangkok, Thailand",Emquartier,TicketMelon,LiveBangkok
Thailand,Convention,Sep 29-30,Various,KCON in Thailand,"Bangkok, Thailand",Impact Arena,ThaiTicketMajor,Official
Thailand,Concert,Oct 19-20,iKon,Continue,"Bangkok, Thailand",Thunder Dome,ThaiTicketMajor,Official
Thailand,Concert,Oct 21,WINNER,Everywhere,"Bangkok, Thailand",Thunder Dome,ThaiTicketMajor,Official
Thailand,Fanmeet,Oct 27,Rain,Just For You,"Bangkok, Thailand",BITEC (Hall 105),ThaiTicketMajor,---
Thailand,Concert,Oct 27,NU'EST W,Double You Encore,"Bangkok, Thailand",Thunder Dome,ThaiTicketMajor,FeohThai
Thailand,Concert,Dec 16,IU,#이지금 #dlwlrma,"Bangkok, Thailand",Impact Arena,TBA,Official
Turkey,Concert,Feb 23,The Rose,Paint It Rose,"Istanbul, Turkey",UNIQ Glass Room,BileTix,MyMusicTaste
Ukraine,Concert,Nov 16,The Rose,Paint it Rose 2nd Coloring,"Kiev, Ukraine",Atlas,TBA,MyMusicTaste
United Kingdom,Concert,Jun 03,Flowsik,Flowsik in Europe,"Glasgow, UK",Classic Grand,TBA,FB
United Kingdom,Concert,Feb 04,Jay Park,"Ft. Sik-K, Hoody, DJ Wegun","London, UK",Troxy,Eventim,Facebook
United Kingdom,Concert,Feb 14,Dreamcatcher,Fly High,"London, UK",ULU Live,Ticketmaster,MyMusicTaste
United Kingdom,Concert,Feb 24,The Rose,Paint It Rose,"London, UK",ULU Live,Ticketmaster,MyMusicTaste
United Kingdom,Concert,Mar 11,HALO,Here I Am,"London, UK",229 The Venue,Weezevent,Kanzen Music
United Kingdom,Concert,May 13,"Penomeco, Punchnello, Millic",---,"London, UK",Scala,TicketWeb,FB
United Kingdom,Concert,May 25,G2,G2 2018 Eurotrip,"London, UK",Lightbox,Tickettailor,FB
United Kingdom,Concert,Jun 17,Monsta X,The Connect,"London, UK",Eventim Apollo,Eventim,MMT
United Kingdom,Concert,Jul 21,AOMG,"Gray, Loco, Woo WonJae, DJ Pumkin","London, UK",Troxy,Eventim,FB
United Kingdom,Concert,Aug 30,BigOne,European Tour,"London, UK",The Fiddler's Elbow,Eventim,Beyond Ent
United Kingdom,Concert,Sep 28,Zico,King of the Zungle,"London, UK",O2 Shepherd’s Bush Empire,Ticketmaster,MyMusicTaste
United Kingdom,Concert,Oct 09-10,BTS,Love Yourself,"London, UK",The O2,LiveNation,---
USA,Concert,May 25,The Rose,Paint it Rose,"Atlanta, GA",Center Stage Theater,Ticketmaster,MMT
USA,Concert,Jun 21,Up10tion,Candyland,"Atlanta, GA",The Loft - Vinyl,Vendor,FB
USA,Concert,Jun 26,Eric Nam,Honestly,"Atlanta, GA",Buckhead Theatre,LiveNation,FB
USA,Concert,Jul 25,Monsta X,The Connect,"Atlanta, GA",Cobb Energy Performing Arts Centre,TicketMaster,Powerhouse
USA,Concert,Aug 19,VAV,Meet & Live Tour,"Atlanta, GA",Buckhead Theatre,Vendor,FB
USA,Concert,Sep 17,Hyukoh,24 Tour,"Atlanta, GA",Terminal West,Ticketfly,FB
USA,Concert,Nov 14,Day6,Youth,"Atlanta, GA",Cobb Energy Centre,Ticketmaster,SubKulture Ent
USA,Concert,Dec 07,ACE,To Be An ACE,"Atlanta, GA",Center Stage Theater,TBD,MyMusicTaste
USA,Concert,Dec 13,Teen Top,Teen Top Night,"Atlanta, GA",Center Stage Theater,KpopTickets,Studio PAV
USA,Concert,Sep 14,Hyukoh,24 Tour,"Austin, TX",Stubb's Bar-B-Q,Vendor,FB
USA,Concert,Oct 06,Hyukoh,24 Tour,"Berkeley, CA",UC Theatre,Ticketfly,FB
USA,Concert,Jun 18,Eric Nam,Honestly,"Boston, MA",Paradise Rock Club,Ticketmaster,FB
USA,Concert,Sep 24,Hyukoh,24 Tour,"Boston, MA",Paradise Rock Club,Ticketmaster,---
USA,Concert,Jul 11,Got7,Eyes on You,"Brooklyn, NY",Barclays Center,Ticketmaster,Subkulture
USA,Concert,May 20,The Rose,Paint it Rose,"Cambridge, MA",The Sinclair,AXS,MMT
USA,Concert,Jun 23,Up10tion,Candyland,"Cayey, Puerto Rico",Teatro Municipal De Cayey,Vendor,FB
USA,Concert,May 23,The Rose,Paint it Rose,"Chicago, IL",Park West,Ticketfly,MMT
USA,Concert,Jun 14,Eric Nam,Honestly,"Chicago, IL",Thalia Hall,Eventbrite,FB
USA,Concert,Jun 17,Up10tion,Candyland,"Chicago, IL",Copernicus Center,Vendor,FB
USA,Concert,Jul 20,Monsta X,The Connect,"Chicago, IL",Rosemont Theater,TicketMaster,Powerhouse
USA,Concert,Aug 23,VAV,Meet & Live Tour,"Chicago, IL",Copernicus Center,Vendor,FB
USA,Concert,Sep 28,Hyukoh,24 Tour,"Chicago, IL",Schubas,Vendor,FB
USA,Concert,Oct 02-03,BTS,Love Yourself,"Chicago, IL",United Center,Ticketmaster,---
USA,Concert,Oct 14,JJY + Drug Restaurant,US Live Tour,"Chicago, IL",Concord Music Hall,KpopTickets,StudioPav
USA,Concert,Oct 26,Zico,King of the Zungle,"Chicago, IL",Vic Theatre,Ticketfly,MyMusicTaste
USA,Concert,Dec 02,ACE,To Be An ACE,"Chicago, IL",The Vic Theatre,Ticketmaster,MyMusicTaste
USA,Concert,Mar 21,Zion.T,Zion.T Live in US & Canada 2018,"Dallas, TX",Granada Theater,TBA,KpopMe
USA,Concert,Jun 19,Up10tion,Candyland,"Dallas, TX",Granada Theater,Vendor,FB
USA,Concert,Jun 28,Eric Nam,Honestly,"Dallas, TX",Trees,Sold Out,FB
USA,Concert,Jul 27,Monsta X,The Connect,"Dallas, TX",Verizon Theater at Grand Praire,AXS,Powerhouse
USA,Concert,Aug 21,VAV,Meet & Live Tour,"Dallas, TX",Granada Theater,Vendor,FB
USA,Concert,Sep 13,Hyukoh,24 Tour,"Dallas, TX",Trees,Ticketfly,FB
USA,Concert,Oct 17,JJY + Drug Restaurant,US Live Tour,"Dallas, TX",South Side Music Hall,KpopTickets,StudioPav
USA,Concert,Dec 05,ACE,To Be An ACE,"Dallas, TX",Granada Theater,Granada Theater,MyMusicTaste
USA,Concert,Jul 02,Wanna One,One : The World,"Duluth, GA",Infinite Energy Center,Ticketmaster,Powerhouse
USA,Concert,Jun 26,Wanna One,One : The World,"Fort Worth, TX",Fort Worth Convention Center,AXS,Powerhouse
USA,Concert,Sep 15-16,BTS,Love Yourself,"Fort Worth, TX",Fort Worth Convention Center,AXS,---
USA,Concert,Jun 29,Eric Nam,Honestly,"Houston, TX",House of Blues Houston,LiveNation,FB
USA,Concert,Jul 08,Got7,Eyes on You,"Houston, TX",NRG Arena,Ticketmaster,SubKulture
USA,Concert,Jul 29,Monsta X,The Connect,"Houston, TX",Smart Financial Centre at Sugar Land,TicketMaster,Powerhouse
USA,Concert,Sep 15,Hyukoh,24 Tour,"Houston, TX",White Oak Music Hall,SeeTickets,FB
USA,Concert,Dec 11,Teen Top,Teen Top Night,"Houston, TX",Stereo Live,KpopTickets,Studio PAV
USA,Concert,Jun 25,Up10tion,Candyland,"Jersey City, NJ",White Eagle Hall,Vendor,FB
USA,Concert,Aug 17,VAV,Meet & Live Tour,"Jersey City, NJ",White Eagle Hall,Vendor,FB
USA,Concert,Dec 15,Teen Top,Teen Top Night,"Jersey City, NJ",White Eagle Hall,KpopTickets,Studio PAV
USA,Fanmeet,Feb 04,Astro,Global Fan Meeting,"Los Angeles, CA",The Novo,AXS,KpopMe
USA,Concert,Mar 25,Zion.T,Zion.T Live in US & Canada 2018,"Los Angeles, CA",The Novo,TBA,KpopMe
USA,Concert,Jun 01,The Rose,Paint it Rose,"Los Angeles, CA",Fonda Theatre,Ticketmaster,MMT
USA,Concert,Jun 05,Eric Nam,Honestly,"Los Angeles, CA",Fonda Theatre,AXS,FB
USA,Concert,Jul 06,Got7,Eyes on You,"Los Angeles, CA",The Forum,Ticketmaster,SubKulture
USA,Concert,Aug 03,Monsta X,The Connect,"Los Angeles, CA",Microsoft Theater,AXS,Powerhouse
USA,Concert,Sep 05-06,BTS,Love Yourself,"Los Angeles, CA",STAPLES Center,Ticketmaster,---
USA,Concert,Sep 08-09,BTS,Love Yourself,"Los Angeles, CA",STAPLES Center,Ticketmaster,---
USA,Concert,Oct 07,Hyukoh,24 Tour,"Los Angeles, CA",The Wiltern,LiveNation,FB
USA,Concert,Oct 21,Zico,King of the Zungle,"Los Angeles, CA",The Novo,AXS,MyMusicTaste
USA,Concert,Nov 18,Day6,Youth,"Los Angeles, CA",The Novo,AXS,SubKulture Ent
USA,Concert,Nov 24,ACE,To Be An ACE,"Los Angeles, CA",The Fonda Theater,AXS,MyMusicTaste
USA,Concert,Dec 09,Teen Top,Teen Top Night,"Los Angeles, CA",Theatre at Ace Hotel,KpopTickets,Studio PAV
USA,Concert,Dec 11,ACE,To Be An ACE,"Miami, FL",James L. Knight Center,TBD,MyMusicTaste
USA,Concert,Jun 13,Eric Nam,Honestly,"Minneapolis, MN",First Avenue,Venue,FB
USA,Concert,Nov 11,Day6,Youth,"Minneapolis, MN",State Theatre,Ticketmaster,SubKulture Ent
USA,Concert,Mar 16,Zion.T,Zion.T Live in US & Canada 2018,"New York City, NY",Playstation Theater,TBA,KpopMe
USA,Concert,Oct 28,Zico,King of the Zungle,"New York City, NY",Playstation Theater,AXS,MyMusicTaste
USA,Fanmeet,Feb 09,Astro,Global Fan Meeting,"New York, NY",The Town Hall,Ticketmaster,KpopMe
USA,Concert,May 19,The Rose,Paint it Rose,"New York, NY",Irving Plaza,Universe,MMT
USA,Concert,Jun 19,Eric Nam,Honestly,"New York, NY",Irving Plaza,LiveNation,FB
USA,Concert,Jun 21,Eric Nam,Honestly,"New York, NY",Irving Plaza,LiveNation,FB
USA,Concert,Sep 20,Hyukoh,24 Tour,"New York, NY",Irving Plaza,LiveNation,FB
USA,Convention,Sep 30,Various,K-Expo New York,"New York, NY",Pier 36 New York,ShowClix,Official
USA,Concert,Oct 21,JJY + Drug Restaurant,US Live Tour,"New York, NY",The Town Hall,KpopTickets,StudioPav
USA,Concert,Dec 09,ACE,To Be An ACE,"New York, NY",Gramercy Theatre,Live Nation,MyMusicTaste
USA,Concert,Jul 22,Monsta X,The Connect,"Newark, NJ",New Jersey Performing Arts Center,TicketMaster,Powerhouse
USA,Concert,Sep 28-29,BTS,Love Yourself,"Newark, NJ",Prudential Center,Ticketmaster,---
USA,Concert,Sep 12,BTS,Love Yourself,"Oakland, CA",Oracle Arena,Ticketmaster,---
USA,Concert,Jun 22,Eric Nam,Honestly,"Philadelphia, PA",TLA,LiveNation,FB
USA,Concert,Sep 23,Hyukoh,24 Tour,"Philadelphia, PA",The Fillmore,Ticketmaster,---
USA,Concert,Oct 09,Hyukoh,24 Tour,"Pomona, CA",The Glass House,Ticketfly,FB
USA,Concert,Oct 04,Hyukoh,24 Tour,"Portland, OR",Doug Fir Lounge,Ticketfly,FB
USA,Fanmeet,Apr 29,Red Velvet,Fanmeet in Chicago,"Rosemont, IL",Rosemont Theatre,Ticketmaster,SubKulture
USA,Concert,Jun 29,Wanna One,One : The World,"Rosemont, IL",Allstate Arena,Ticketmaster,Powerhouse
USA,Fanmeet,Feb 02,Astro,Global Fan Meeting,"San Francisco, CA",The Regency Ballroom,AXS,KpopMe
USA,Concert,May 30,The Rose,Paint it Rose,"San Francisco, CA",Social Hall SF,AXS,MMT
USA,Concert,Jun 06,Eric Nam,Honestly,"San Francisco, CA",August Hall,Sold Out,FB
USA,Concert,Aug 01,Monsta X,The Connect,"San Francisco, CA",Warfield Theater,AXS,Powerhouse
USA,Concert,Oct 24,Zico,King of the Zungle,"San Francisco, CA",Warfield Theater,Venue,MyMusicTaste
USA,Concert,Nov 30,ACE,To Be An ACE,"San Francisco, CA",August Hall,Ticketweb,MyMusicTaste
USA,Concert,Mar 23,Zion.T,Zion.T Live in US & Canada 2018,"San Jose, CA",California Theatre,TBA,KpopMe
USA,Concert,Jun 21,Wanna One,One : The World,"San Jose, CA",The Event Center at SJSU,Ticketmaster,Powerhouse
USA,Concert,Oct 20,JJY + Drug Restaurant,US Live Tour,"San Juan, Puerto Rico",Centro de Bellas Artes,KpopTickets,StudioPav
USA,Concert,May 27,The Rose,Paint it Rose,"Seattle, WA",The Showbox,AXS,MMT
USA,Concert,Jun 10,Eric Nam,Honestly,"Seattle, WA",Neumos,Sold Out,FB
USA,Concert,Jun 15,Up10tion,Candyland,"Seattle, WA",Moore Theatre,Vendor,FB
USA,Concert,Oct 02,Hyukoh,24 Tour,"Seattle, WA",The Showbox,AXS,FB
USA,Concert,Nov 28,ACE,To Be An ACE,"Seattle, WA",Showbox SoDo,TBD,MyMusicTaste
USA,Concert,Sep 29,Hyukoh,24 Tour,"St.Paul, MN",Amsterdam Bar and Hall,Ticketmaster,FB
USA,Concert,Nov 16,Day6,Youth,"Upper Darby, PA",Tower Theater,Ticketmaster,SubKulture Ent
USA,Fanmeet,Feb 07,Astro,Global Fan Meeting,"Washington, DC",Lincoln Theatre,Ticketfly,KpopMe
USA,Concert,Jun 23,Eric Nam,Honestly,"Washington, DC",U Street Music Hall,Sold Out,FB
USA,Concert,Sep 19,Hyukoh,24 Tour,"Washington, DC",U Street Music Hall,Ticketfly,---
