Country,Type,Date,Artist / Guest,Event Name,Location,Venue + Map,Tickets,Official
South Korea,Concert,2017-11-18 00:00:00,VIXX LR,Eclipse,Seoul,Olympic Hall,Interpark,---
South Korea,Concert,2017-11-24 00:00:00,EXO,The EℓyXiOn,Seoul,Gocheok Sky Dome,Yes24,---
South Korea,Concert,2017-11-25 00:00:00,Juniel,작업실 (Studio),Seoul,Arte Hall,Interpark,---
South Korea,Concert,2017-11-29 00:00:00,Various,MBN Hero Concert,Seoul,Jamsil Arena,TicketLink,---
South Korea,Fanmeet,2017-12-03 00:00:00,Nichkhun (2PM),Khunvitation,Seoul,Yeongdeungpo Art Hall,[Interpark](),---
South Korea,Concert,2017-12-08 00:00:00,"Zion.T, Heize",Concert,Seoul,Guri Art Hall,[Interpark](),---
South Korea,Concert,2017-12-08 00:00:00,John Park,Mono,Seoul,EHwa Samsung Hall,Interpark,---
South Korea,Concert,2017-12-08 00:00:00,BTS,The Wings Tour Final,Seoul,Gocheok Sky Dome,Interpark,---
South Korea,Concert,2017-12-09 00:00:00,IU,팔레트 (Palette),Seoul,Jamsil Arena,[MelOn](),---
South Korea,Concert,2017-12-15 00:00:00,Wanna One,Premier Fan-Con,Seoul,SK Olympic Handball Gymnasium,Interpark,---
South Korea,Concert,2017-12-16 00:00:00,Bolbbalgan4,상상 (Imagine),Seoul,Blue Square I-Market Hall,Interpark,---
South Korea,Concert,2017-12-22 00:00:00,Nell,Christmas in Nell's Room,Seoul,Jamsil Students' Gymnasium,Interpark,---
South Korea,Concert,2017-12-23 00:00:00,Davichi,Davichi Concert,Seoul,Yonsei University Auditorium,Interpark,---
South Korea,Concert,2017-12-24 00:00:00,Guckkasten,Happening,Seoul,Jamsil Arena,Interpark,---
South Korea,Concert,2017-12-29 00:00:00,Wheesung,Get Sexxy,Seoul,Yonsei University Auditorium,Interpark,---
South Korea,Concert,2017-12-30 00:00:00,Gummy,Feel the Voice Season 3,Seoul,Sejong University,Interpark,---
South Korea,Concert,2017-09-22 00:00:00,"Zion.T, Lee Hi",DMZ2.0 Arts＆Forum,Suwon,Gyeonggi Art Center,Yes24,Site
South Korea,Fanmeet,2017-11-05 00:00:00,Hotshot,Time to Fly (High),Yes24 Live Hall,Yes24,---,
South Korea,Showcase,2017-11-16 00:00:00,Samuel,Eye Candy,Yes24 Live Hall,TicketBay,---,
South Korea,Fanmeet,2017-12-29 00:00:00,Infinite,Begin Again,"Yongsan-gu, Seoul",Blue Square I-Market Hall,Interpark,---
Spain,Concert,2017-09-05 00:00:00,K.A.R.D,Wild Kard Tour,"Madrid, Spain",Sala But,Vayaentradas,FB
Taiwan,Concert,2017-08-26 00:00:00,EXID,EXID Asia Tour,"New Taipei City, Taiwan",NTC Industrial/Commercial Exhibition Center,KKtix,---
Taiwan,Concert,2017-09-16 00:00:00,Highlight,Can You Feel It,"New Taipei City, Taiwan",Xinzhuang Gymnasium,tixcraft,---
Taiwan,Concert,2017-10-01 00:00:00,Seventeen,Diamond Edge,"New Taipei City, Taiwan",Xinzhuang Gymnasium,LiveNation,MyMusicTaste
Taiwan,Concert,2017-09-08 00:00:00,Monsta X,Beautiful in Taipei,"Taipei City, Taiwan",TICC,Kktix,IME
Taiwan,Fanmeet,2017-09-16 00:00:00,Kim Myungsoo,Fanmeet in Taiwan,"Taipei City, Taiwan",TICC,Kktix,IME
Taiwan,Concert,2017-09-16 00:00:00,Mamamoo,Purple Party,"Taipei City, Taiwan",TICC,ibon,---
Taiwan,Concert,2017-10-07 00:00:00,G-Dragon,"ACT III, M.O.T.T.E","Taipei City, Taiwan",Taipei Nangang Exhibition Center,---,---
Taiwan,Concert,2017-11-11 00:00:00,Weki Meki,1st Meet & Greet,"Taipei City, Taiwan",National Taiwan University Sports Center,Kham,---
Taiwan,Concert,2017-09-30 00:00:00,CN Blue,Between Us,"Taoyuan City, Taiwan",Linkou Stadium Taipei,ibon,---
Taiwan,Concert,2017-10-21 00:00:00,BTS,Episode III The Wings Tour,"Taoyuan City, Taiwan",Linkou Stadium Taipei,tixcraft,---
Thailand,Fanmeet,2017-07-30 00:00:00,VIXX,Fan Meeting in SE-Asia,"Bangkok, Thailand",GMM Live House,TicketTail,---
Thailand,Concert,2017-08-05 00:00:00,Seventeen,Diamond Edge,"Bangkok, Thailand",Thunder Dome,---,---
Thailand,Concert,2017-08-13 00:00:00,CN Blue,Between Us,"Bangkok, Thailand",Impact Arena,ThaiTicketMajor,---
Thailand,Fanmeet,2017-08-13 00:00:00,Day6,Live & Meet,"Bangkok, Thailand",GMM Live House,ThaiTicketMajor,---
Thailand,Festival,2017-08-26 00:00:00,Various,iMe Kpop Fantival 2017,"Bangkok, Thailand",Thunder Dome,Vendor Site,Site
Thailand,Concert,2017-11-04 00:00:00,Apink,Asia Tour Pink UP,"Bangkok, Thailand",GMM Live House,TicketTail,---
Thailand,Concert,2017-11-04 00:00:00,T-ara,Concert in Vietnam,"Bangkok, Thailand",Sân Vận Động Phú Thọ,TicketBox,---
Thailand,Concert,2017-11-11 00:00:00,Dean,Live,"Bangkok, Thailand",Moon Star Studio,ThaiTicketMajor,---
Turkey,Concert,2017-10-29 00:00:00,F.T. Island,Live [X],"Istanbul, Turkey",Volkswagen Arena Istanbul,Biletix,MyMusicTaste
UnitedKingdom,Concert,2017-09-23 00:00:00,G-Dragon,"Act III, M.O.T.T.E.","Birmingham, UK","Genting Arena, Resorts World",Ticketmaster,---
UnitedKingdom,Concert,2017-03-05 00:00:00,Mar 05,Block B,Live Blockbuster,"London, UK",Troxy,MyMusicTaste
UnitedKingdom,Concert,2017-05-28 00:00:00,Grace,K-Pop K-Hiphop Party,"London, UK",Fire,TicketTailor,FB
UnitedKingdom,Concert,2017-09-01 00:00:00,K.A.R.D,Wild Kard Tour,"London, UK",ULU Live,Ticketmaster,FB
UnitedKingdom,Concert,2017-09-24 00:00:00,G-Dragon,"Act III, M.O.T.T.E.","London, UK","The SEE Arena, Wembley",Ticketmaster,---
UnitedKingdom,Concert,2017-10-17 00:00:00,DPR Live,DPR: Live in London,"London, UK",Electrowerkz,ResidentAdvisor,FB
UnitedKingdom,Concert,2017-10-27 00:00:00,Hyukoh,tour',"London, UK",ULU Live,Ticketmaster,FB
USA,Festival,2017-04-29 00:00:00,Apr 29,Various,15th Korea Times Music Festival,"Los Angeles, CA",Hollywood Bowl,KTMF Site
USA,Concert,2017-09-23 00:00:00,Hyukoh,Modern Sky Festival L.A.,"Arcadia, CA",Santa Anita Park,Ticketfly,FB
USA,Concert,2017-07-16 00:00:00,Monsta X,Beautiful in the U.S.,"Atlanta, GA",Cobb Energy Performing Arts Centre,Venue,---
USA,Concert,2017-08-12 00:00:00,Eric Nam,1st Live 2017,"Atlanta, GA",Terminal West,Sold Out,FB
USA,Concert,2017-08-13 00:00:00,Eric Nam,1st Live 2017,"Atlanta, GA",Terminal West,Ticketfly,FB
USA,Concert,2017-09-06 00:00:00,Taeyang,White Night,"Atlanta, GA",Cobb Energy Performing Arts Centre,Ticketmaster,Site
USA,Concert,2017-11-08 00:00:00,BewhY,The Blind Star,"Atlanta, GA",Buckhead Theatre,---,FB
USA,Concert,2017-12-08 00:00:00,Various,Illionaire Ambition Tour,"Atlanta, GA",The Loft,Ticketmaster,FB
USA,Concert,2017-08-10 00:00:00,JJCC,US Live Tour,Atlanta. GA,Center Stage Theater,KpopTickets,Site
USA,Fanmeet,2017-10-22 00:00:00,DAY6,Live & Meet,"Austin, TX",Emo's,Venue,Site
USA,Concert,2017-11-19 00:00:00,SF9,Be My Fantasy,"Boston, MA",The Wilbur,---,FB
USA,Concert,2017-07-27 00:00:00,G-Dragon,"Act III, M.O.T.T.E.","Brooklyn, NY",Barclays Center,Ticketmaster,---
USA,Concert,2017-09-10 00:00:00,Hyukoh,tour',"Cambridge, MA",Middle East,TicketWeb,FB
USA,Concert,2017-07-21 00:00:00,G-Dragon,"Act III, M.O.T.T.E.","Chicago, IL",United Center,Ticketmaster,---
USA,Concert,2017-08-06 00:00:00,JJCC,US Live Tour,"Chicago, IL",Nichols Concert Hall,KpopTickets,Site
USA,Concert,2017-09-03 00:00:00,Taeyang,White Night,"Chicago, IL",Aragon Ballroom,Ticketmaster,Site
USA,Concert,2017-10-24 00:00:00,24K,Still with 24U,"Chicago, IL",Royal George Theatre,KpopTickets,FB
USA,Concert,2017-11-05 00:00:00,BewhY,The Blind Star,"Chicago, IL",House of Blues,---,FB
USA,Concert,2017-05-08 00:00:00,May 08,Various,Club Eskimo US Tour,"Berkeley, CA",Taube Family Music Hall,Ticketfly
USA,Concert,2017-05-10 00:00:00,May 10,Various,Club Eskimo US Tour,"Dallas, TX",Gas Monkey Live!,Ticketfly
USA,Concert,2017-09-08 00:00:00,Taeyang,White Night,"Dallas, TX",The Bomb Factory,Ticketfly,Site
USA,Concert,2017-10-20 00:00:00,24K,Still with 24U,"Dallas, TX",Granada Theater,KpopTickets,FB
USA,Concert,2017-11-03 00:00:00,BewhY,The Blind Star,"Dallas, TX",Gas Monkey Live,---,FB
USA,Concert,2017-11-15 00:00:00,SF9,Be My Fantasy,"Dallas, TX",The Bomb Factory,---,FB
USA,Fanmeet,2017-10-27 00:00:00,DAY6,Live & Meet,"Detroit, MI",Music Hall Center,Ticketmaster,Site
USA,Concert,2017-08-12 00:00:00,JJCC,US Live Tour,"Englewood, NJ",Bergen PAC,Ticketmaster,KpopTickets
USA,Concert,2017-01-21 00:00:00,Jan 21,GOT7,Flight Log: Turbulence,"Miami, FL",Filmore Miami Beach,Livenation
USA,Concert,2017-01-22 00:00:00,Jan 22,GOT7,Flight Log: Turbulence,Washington DC,Echostage,Ticketmaster
USA,Concert,2017-01-25 00:00:00,Jan 25,GOT7,Flight Log: Turbulence,"Chicago, IL",Rosemont Theatre,Ticketmaster
USA,Concert,2017-01-27 00:00:00,Jan 27,GOT7,Flight Log: Turbulence,"Houston, TX",Revention Music Center,Livenation
USA,Concert,2017-01-29 00:00:00,Jan 29,GOT7,Flight Log: Turbulence,"Pasadena, CA",Pasadena Civic Auditorium,Ticketmaster
USA,Concert,2017-07-19 00:00:00,Monsta X,Beautiful in the U.S.,"Grand Prairie, TX",Verizon Theatre,AXS,---
USA,Concert,2017-08-23 00:00:00,Seventeen,Diamond Edge,"Grand Prairie, TX",Verizon Theatre,AXS,Site
USA,Concert,2017-07-19 00:00:00,G-Dragon,"Act III, M.O.T.T.E.","Houston, TX",Toyota Center,AXS,---
USA,Concert,2017-08-08 00:00:00,JJCC,US Live Tour,"Houston, TX",Fitzgerald's Live,KpopTickets,Site
USA,Concert,2017-05-06 00:00:00,May 06,Various,Identity LA,"Los Angeles, CA",Los Angeles City Hall,---
USA,Concert,2017-07-16 00:00:00,G-Dragon,"Act III, M.O.T.T.E.","Inglewood, CA",The Forum,Ticketmaster,---
USA,Festival,2017-07-07 00:00:00,Various,K-Hiphop Fest,"Los Angeles, CA",333 Live,Sparxo,FB
USA,Concert,2017-07-23 00:00:00,Monsta X,Beautiful in the U.S.,"Los Angeles, CA",Novo by Microsoft,AXS,---
USA,Concert,2017-07-24 00:00:00,Monsta X,Beautiful in the U.S.,"Los Angeles, CA",Novo by Microsoft,AXS,---
USA,Concert,2017-08-18 00:00:00,Various,KCON in LA,"Los Angeles, CA",Los Angeles Convention Center,AXS,Site
USA,Concert,2017-09-12 00:00:00,Taeyang,White Night,"Los Angeles, CA",Hollywood Palladium,LiveNation,Site
USA,Concert,2017-09-19 00:00:00,Hyukoh,tour',"Los Angeles, CA",The Mayan,Ticketfly,FB
USA,Concert,2017-09-26 00:00:00,Various,"With, Antenna. Label Concert","Los Angeles, CA",Dolby Theatre,Powerhouse,Site
USA,Fanmeet,2017-10-20 00:00:00,DAY6,Live & Meet,"Los Angeles, CA",La Mirada Theatre,Sold Out,Site
USA,Concert,2017-11-01 00:00:00,BewhY,The Blind Star,"Los Angeles, CA",Belasco Theater,---,FB
USA,Concert,2017-11-18 00:00:00,Various,"Just Music ""We Effect""","Los Angeles, CA",333 Live,Sparxo,FB
USA,Concert,2017-12-02 00:00:00,Various,Illionaire Ambition Tour,"Los Angeles, CA",Belasco Theater,PurplePass,FB
USA,Concert,2017-07-25 00:00:00,G-Dragon,"Act III, M.O.T.T.E.","Miami, FL",AmericanAirlines Arena,Ticketmaster,---
USA,Concert,2017-08-16 00:00:00,JJCC,US Live Tour,"Miami, FL",Miami Theater Center,KpopTickets,Site
USA,Concert,2017-09-22 00:00:00,K.A.R.D,Wild Kard Pt.2,"Miami, FL",James L Knight Center,Ticketmaster,Site
USA,Concert,2017-09-15 00:00:00,K.A.R.D,Wild Kard Pt.2,"Minneapolis, MN",State Theatre,Ticketmaster,Site
USA,Concert,2017-05-12 00:00:00,Various,Club Eskimo US Tour,"New York, NY",Terminal 5!,AXS,Site
USA,Concert,2017-06-30 00:00:00,"G2, Reddy",Universe x G2's Life Tour,"New York, NY",SOB's (Sound of Brazil's),Sparxo,FB
USA,Concert,2017-07-14 00:00:00,Monsta X,Beautiful in the U.S.,"New York, NY",Playstation Theater,AXS,---
USA,Concert,2017-08-08 00:00:00,Eric Nam,1st Live 2017,"New York, NY",Irving Plaza,LiveNation,FB
USA,Concert,2017-08-27 00:00:00,Seventeen,Diamond Edge,"New York, NY",Terminal 5!,AXS,Site
USA,Concert,2017-09-01 00:00:00,Taeyang,White Night,"New York, NY",Theater at Madison Square Garden,Ticketmaster,Site
USA,Concert,2017-09-11 00:00:00,Hyukoh,tour',"New York, NY",Irving Plaza,Ticketmaster,FB
USA,Concert,2017-09-20 00:00:00,K.A.R.D,Wild Kard Pt.2,"New York, NY",PlayStation Theater,AXS,Site
USA,Concert,2017-10-19 00:00:00,24K,Still with 24U,"New York, NY",Merkin Concert Hall,KpopTickets,FB
USA,Fanmeet,2017-10-24 00:00:00,DAY6,Live & Meet,"New York, NY",The Town Hall,Ticketmaster,Site
USA,Concert,2017-11-12 00:00:00,BewhY,The Blind Star,"New York, NY",Stage 48,---,FB
USA,Concert,2017-11-25 00:00:00,Various,"Just Music ""We Effect""","New York, NY",Stage 48,Sparxo,FB
USA,Concert,2017-12-10 00:00:00,Various,Illionaire Ambition Tour,"New York, NY",Highline Ballroom,TicketWeb,FB
USA,Concert,2017-06-23 00:00:00,Various,KCON in New York,"Newark, N.J",Prudential Center,Ticketmaster,Site
USA,Concert,2017-09-28 00:00:00,Various,"With, Antenna. Label Concert","Newark, NJ",New Jersey Performing Arts Center,Powerhouse,Site
USA,Concert,2017-10-21 00:00:00,"Moon Myungjin, Lyn",Live,"Rancho Mirage, CA",Agua Caliente Casino Resort,KoreanConcert,FB
USA,Concert,2017-07-12 00:00:00,Monsta X,Beautiful in the U.S.,"Rosemont, IL",Rosemont Theater,Ticketmaster,---
USA,Concert,2017-08-18 00:00:00,Seventeen,Diamond Edge,"Rosemont, IL",Rosemont Theater,Ticketmaster,Site
USA,Festival,2017-07-08 00:00:00,Various,K-Hiphop Fest,"San Francisco, CA",The Grand Nightclub,Sparxo,FB
USA,Concert,2017-07-21 00:00:00,Monsta X,Beautiful in the U.S.,"San Francisco, CA",The Warfield,AXS,---
USA,Concert,2017-09-15 00:00:00,Hyukoh,tour',"San Francisco, CA",Social Hall,Eventbrite,FB
USA,Concert,2017-10-08 00:00:00,K.A.R.D,Wild Kard Pt.2,"San Francisco, CA",The Warfield,AXS,Site
USA,Concert,2017-10-13 00:00:00,"Nada, Osshun Gum, Paloalto",18+ K Hiphop Fest,"San Francisco, CA",The Grand Nightclub,Sparxo,FB
USA,Concert,2017-11-30 00:00:00,Various,Illionaire Ambition Tour,"San Francisco, CA",Regency Ballroom,AXS,FB
USA,Concert,2017-07-14 00:00:00,G-Dragon,"Act III, M.O.T.T.E.","San Jose, CA",SAP Center,Ticketmaster,---
USA,Concert,2017-09-10 00:00:00,Taeyang,White Night,"San Jose, CA",City National Civic,Venue Site,Site
USA,Concert,2017-10-22 00:00:00,24K,Still with 24U,"San Juan, Puerto Rico",[TBA](),KpopTickets,FB
USA,Concert,2017-10-25 00:00:00,VIXX,Shangri-La,"San Juan, Puerto Rico",Centro de Bellas Artes,---,MyMusicTaste
USA,Concert,2017-05-13 00:00:00,Jay Park,Upstream Music Festival,"Seattle, WA",Pioneer Square,UMF,Site
USA,Concert,2017-07-11 00:00:00,G-Dragon,"Act III, M.O.T.T.E.","Seattle, WA",Key Arena,Ticketmaster,---
USA,Concert,2017-09-17 00:00:00,Hyukoh,tour',"Seattle, WA",Columbia City Theater,Eventbrite,FB
USA,Concert,2017-11-17 00:00:00,SF9,Be My Fantasy,"Seattle, WA",Showbox SoDo,---,FB
USA,Concert,2017-12-03 00:00:00,Various,Illionaire Ambition Tour,"Seattle, WA",Neumos,TicketFly,FB
USA,Concert,2017-09-29 00:00:00,Guckkasten,Live,"Temecula, CA",Pechanga Resort Casino & Spa,KoreanConcert,FB
USA,Concert,2017-04-25 00:00:00,Apr 25,Exo,The EXO'rDIUM,"Newark, NJ",Prudential Center,Ticketmaster
USA,Concert,2017-04-28 00:00:00,Apr 28,Exo,The EXO'rDIUM,"Inglewood,CA",The Forum,Ticketmaster
USA,Concert,2017-09-17 00:00:00,K.A.R.D,Wild Kard Pt.2,"Washington, DC",Warner Theatre,LiveNation,Site
USA,Concert,2017-11-09 00:00:00,BewhY,The Blind Star,"Washington, DC",The Howard Theatre,---,FB
USA,Concert,2017-05-05 00:00:00,May 05,K.A.R.D,Wild Kard,"Chicago, IL",Copernicus Center,Ticketfly
USA,Concert,2017-05-07 00:00:00,May 07,K.A.R.D,Wild Kard,"Houston, TX",Stereo Live Houston,Eventbrite
USA,Concert,2017-05-10 00:00:00,May 10,K.A.R.D,Wild Kard,"Los Angeles, CA",The Theatre at Ace Hotel,AXS
Argentina,Concert,Jul 15-2018,Got7,Eyes on You,"Buenos Aires, Argentina",DirecTV Arena,TBA,---
Argentina,Concert,July 27-2018,Dreamcatcher,Welcome to the Dream World,"Buenos Aires, Argentina",El Teatro Flores,---,MMT
Argentina,Concert,Aug 08-2018,Monsta X,The Connect,"Buenos Aires, Argentina",Estadio Obras,AllAccess,---
Argentina,Concert,Nov 16-2018,ACE,To Be An ACE,"Buenos Aires, Argentina",El Teatro Flores,Tu Entrada,MyMusicTaste
Australia,Concert,Jul 13-2018,24K,Still with 24U,Auckland,Town Hall,Ticketmaster,Official
Australia,Concert,Jul 05-2018,Kim Kwangseok,Kim Kwangseok with Friends,Chatswood,The Concourse,Ticketek,JK Ent
Australia,Concert,April 26-2018,KARD,Wild KARD,Melbourne,"Plenary, Melbourne Convention and Exhibition Centre",Ticketek,---
Australia,Concert,Jun 02-2018,"Dok2, The Quiett",Illionaire in Australia,Melbourne,Trak Lounge,Moshtix,KpopMe
Australia,Concert,Aug 10-2018,Day6,Youth,Melbourne,Palais Theatre,Ticketmaster,---
Australia,Concert,Aug 17-2018,Wanna One,One : The World,Melbourne,Hisense Arena,[TBA](),IME AU
Australia,Concert,Oct 27-2018,iKon,Continue,"Melbourne, Australia",Festival Hall,Ticketmaster,Official
Australia,Concert,April 29-2018,KARD,Wild KARD,Sydney,UNSW Roundhouse,Ticketek,---
Australia,Concert,Jun 01-2018,"Dok2, The Quiett",Illionaire in Australia,Sydney,Shark Hotel,Moshtix,KpopMe
Australia,Concert,Jul 14-2018,24K,Still with 24U,Sydney,UNSW Roundhouse,Ticketek,Official
Australia,Concert,Oct 25-2018,iKon,Continue,"Sydney, Australia",Big Top Sydney,Venue,Official
Australia,Concert,Aug 12-2018,Day6,Youth,Sydney/Newtown,Enmore Theatre,Ticketmaster,---
Belgium,Concert,Feb 16-2018,The Rose,Paint It Rose,"Brussels, Belgium",La Madeleine,Ticketmaster,MyMusicTaste
Brazil,Concert,May 27-2018,MONT,Tour Mont ~ Sorry,"Belo Horizonte, Brazil",Ouro Minas Palace Hotel,CANCELLED,FB
Brazil,Concert,May 26-2018,MONT,Tour Mont ~ Sorry,"Porto Alegre, Brazil",Teatro CIEE,CANCELLED,FB
Brazil,Concert,May 26-2018,MONT,Tour Mont ~ Sorry,"Recife, Brazil",Theater RioMar Recife,CANCELLED,FB
Brazil,Concert,May 24-2018,MONT,Tour Mont ~ Sorry,"Rio de Janeiro, Brazil",Windsor Florida Hotel,CANCELLED,FB
Brazil,Concert,Jun 15-2018,The Rose,Paint it Rose,"Rio de Janeiro, Brazil",Teatro Odisséia,Sympla,MMT
Brazil,Concert,Aug 11-2018,Monsta X,The Connect,"Sao Paulo, Brazil",Espaco das Americas,Ticket360,---
Brazil,Concert,May 26-2018,MONT,Tour Mont ~ Sorry,"São Paulo, Brazil",Teatro Gamaro,CANCELLED,FB
Brazil,Concert,Jun 13-2018,The Rose,Paint it Rose,"São Paulo, Brazil",Espaco Eventos Hakka,Sympla,MMT
Bulgaria,Concert,Mar 13-2018,HALO,Here I Am,"Sofia, Bulgaria",Universiada Hall,Eventim,Kanzen Music
Bulgaria,Concert,Jul 19-2018,Jang Hanbyul,2018 Europe Tour,"Sofia, Bulgaria",City Stage,Eventim,FB
Canada,Concert,Sep 20-2018,BTS,Love Yourself,"Hamilton, ON",FirstOntario Centre,Ticketmaster,---
Canada,Concert,Sep 22-2018,BTS,Love Yourself,"Hamilton, ON",FirstOntario Centre,Ticketmaster,---
Canada,Concert,May 18-2018,Amber,Amber,Toronto,John Bassett Theatre,Eventbee,TKC18
Canada,Concert,May 19-2018,A.C.E.,Sweet Fantasy,Toronto,Metro Toronto Convention Centre,Eventbee,TKC18
Canada,Concert,Jul 03-2018,Got7,Eyes on You,Toronto,Air Canada Centre,Ticketmaster,Subkulture
Canada,Fanmeet,Feb 10-2018,Astro,Global Fan Meeting,"Toronto, ON",John Bassett Theatre,MegaBoxOffice,Facebook
Canada,Concert,Mar 18-2018,Zion.T,Zion.T Live in US & Canada 2018,"Toronto, ON",Queen Elizabeth Theatre,TBA,KpopMe
Canada,Concert,Jun 16-2018,Eric Nam,Honestly,"Toronto, ON",Phoenix Concert Theatre,Ticketmaster,FB
Canada,Concert,Sep 26-2018,Hyukoh,24 Tour,"Toronto, ON",Phoenix Concert Theatre,TicketWeb,FB
Canada,Concert,Nov 09-2018,Day6,Youth,"Toronto, ON",Roy Thomson Hall,Venue,SubKulture Ent
Canada,Fanmeet,Feb 12-2018,Astro,Global Fan Meeting,"Vancouver, BC",The Orpheum,MegaBoxOffice,Facebook
Canada,Concert,Mar 28-2018,Zion.T,Zion.T Live in US & Canada 2018,"Vancouver, BC",Hard Rock Casino Theatre,TBA,KpopMe
Canada,Concert,Jun 09-2018,Eric Nam,Honestly,"Vancouver, BC",Rio Theatre,Sold Out,FB
Canada,Concert,Oct 03-2018,Hyukoh,24 Tour,"Vancouver, BC",Commodore Ballroom,LiveNation,FB
Canada,Concert,May 20-2018,Amber,Amber,"Vancouver, Coquitlam",Hard Rock Casino,Ticketmaster,VKC18
Canada,Concert,May 20-2018,A.C.E.,Sweet Fantasy,"Vancouver, Coquitlam",Hard Rock Casino,Ticketmaster,VKC18
Chile,Concert,Jul 17-2018,Got7,Eyes on You,"Santiago, Chile",Movistar Arena,TBA,---
Chile,Concert,July 29-2018,Dreamcatcher,Welcome to the Dream World,"Santiago, Chile",Club Chocolate,---,MMT
Chile,Concert,Aug 10-2018,Monsta X,The Connect,"Santiago, Chile",Polideportivo Estadio Nacional,Punto Ticket,---
Chile,Concert,Nov 18-2018,ACE,To Be An ACE,"Santiago, Chile",Teatro Coliseo,Punto Ticket,MyMusicTaste
Colombia,Concert,Aug 03-2018,Dreamcatcher,Welcome to the Dream World,"Bogota, Colombia",Teatro ECCI El Dorado,---,MMT
Finland,Concert,Mar 04-2018,HALO,Here I Am,"Helsinki, Finland",Gloria,Weezevent,Kanzen Music
Finland,Concert,Dec 02-2018,The Rose,Paint it Rose 2nd Coloring,"Helsinki, Finland",Nosturi,TBA,MyMusicTaste
France,Concert,Feb 25-2018,Dreamcatcher,Fly High,"Paris, France",Le Trianon,"1, 2",MyMusicTaste
France,Concert,Mar 06-2018,HALO,Here I Am,"Paris, France",Trabendo,Weezevent,Kanzen Music
France,Concert,May 14-2018,K-hiphop,"Penomeco, Punchnello, Millic","Paris, France",La Bellevilloise,ResidentAdvisor,FB
France,Concert,Jun 10-2018,Got7,Eyes on You,"Paris, France",Le Zenith,Digitick,---
France,Concert,Aug 31-2018,BigOne,European Tour,"Paris, France",La Boule Noire,Eventim,Beyond Ent
France,Concert,Oct 19-2018,BTS,Love Yourself,"Paris, France",AccorHotels Arena,LiveNation,---
France,Concert,Nov 25-2018,The Rose,Paint it Rose 2nd Coloring,"Paris, France",Yoyo,TBA,MyMusicTaste
Germany,Concert,Feb 22-2018,Dreamcatcher,Fly High,"Berlin, Germany",Columbia Theater,Eventim,MyMusicTaste
Germany,Concert,Jun 08-2018,Got7,Eyes on You,"Berlin, Germany",Velodrom,Eventim,---
Germany,Concert,Sep 30-2018,Zico,King of the Zungle,"Berlin, Germany",Astra Kulturhaus,Eventim,MyMusicTaste
Germany,Concert,Oct 16-2018,BTS,Love Yourself,"Berlin, Germany",Mercedes-Benz Arena,LiveNation,---
Germany,Concert,Nov 18-2018,The Rose,Paint it Rose 2nd Coloring,"Berlin, Germany",Kesselhaus,TBA,MyMusicTaste
Germany,Concert,Mar 08-2018,HALO,Here I Am,"Cologne, Germany",Die Kantine,Weezevent,Kanzen Music
Germany,Concert,Jun 02-2018,Flowsik,Flowsik in Europe,"Cologne, Germany",Club e-feld,TBA,FB
Germany,Concert,Nov 21-2018,The Rose,Paint it Rose 2nd Coloring,"Cologne, Germany",Live Music Hall,TBA,MyMusicTaste
Germany,Concert,May 25-2018,AlphaBAT,2nd European Tour,"Düsseldorf, Germany",Ambis Club,Ticketpay,FB
Germany,Concert,May 26-2018,G2,G2 2018 Eurotrip,"Düsseldorf, Germany",Discothek Samdan,Tickettailor,FB
Germany,Concert,Sept 07-2018,BigOne,European Tour,"Köln, Germany",Club e-feld,Eventim,Beyond Ent
Germany,Concert,Jun 08-2018,Flowsik,Flowsik in Europe,"Munich, Germany",Latino's Bar & Club,TBA,FB
HongKong,Fanmeet,Jan 06-2018,JBJ,Come True,"Chek Lap Kok, Hong Kong",AsiaWorld Expo,HK Ticketing,Midas Promotions
