Country,Type,Date,Artist / Guest,Event Name,Location,Venue + Map,Tickets,Official
UnitedKingdom,Concert,2022-10-10 00:00:00,W24,W24 in UK,"London, UK",XOYO,,
UnitedKingdom,Concert,2022-10-17 00:00:00,PIXY,Wanna Be Your Villain,"London, UK",O2 Academy Islington,,
UnitedKingdom,Concert,2022-11-13 00:00:00,DPR,REGIME World Tour,"London, UK",Troxy,,
UnitedKingdom,Concert,2022-11-30 00:00:00,BLACKPINK,BORN PINK' Tour,"London, UK",The O2,,
UnitedKingdom,Concert,2022-12-14 00:00:00,"JAY B, JOMALXNE",Tape: Press Pause,"London, UK",Indigo at the O2,,
USA,Concert,2022-07-19 00:00:00,Stray Kids,MANIAC World Tour,"Anaheim, CA",Honda Center,,
USA,Concert,2022-10-02 00:00:00,ENHYPEN,MANIFESTO World Tour,"Anaheim, CA",Honda Center,,
USA,Concert,2022-11-07 00:00:00,ATEEZ,THE FELLOWSHIP : BREAK THE WALL,"Anaheim, CA",Honda Center,,
USA,Concert,2022-11-16 00:00:00,The Rose,Heal Together' World Tour,"Anaheim, CA",House of Blues,,
USA,Concert,2022-01-20 00:00:00,ATEEZ,The Fellowship: The Beginning of the End,"Atlanta, GA",,,
USA,Concert,2022-02-11 00:00:00,BLITZERS,Check-in US Tour,"Atlanta, GA",Center Stage Theatre,,
USA,Concert,2022-02-23 00:00:00,ONEUS,BLOOD MOON Tour,"Atlanta, GA",Center Stage Theater,,
USA,Concert,2022-02-24 00:00:00,TWICE,III' World Tour,"Atlanta, GA",State Farm Arena,,
USA,Concert,2022-03-05 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Atlanta, GA",The Eastern,,
USA,Concert,2022-03-22 00:00:00,VANNER,BOOST UP Pt.1,"Atlanta, GA",The Loft,,
USA,Concert,2022-03-23 00:00:00,"Woo, Coogie, DeVita, Sogumm, DJ Wegun",Above Ordinary,"Atlanta, GA",Center Stage Loft,,
USA,Concert,2022-03-27 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Atlanta, GA",Tabernacle,,
USA,Concert,2022-04-09 00:00:00,MustB,2022 US Tour,"Atlanta, GA",,,
USA,Concert,2022-05-02 00:00:00,CIX,REBEL in U.S.,"Atlanta, GA",Buckhead Theatre,,
USA,Fanmeet,2022-05-03 00:00:00,CIX,REBEL in U.S. Fan Sign,"Atlanta, GA",Loudermilk Conference Center,,
USA,Concert,2022-05-17 00:00:00,"Xydo, nafla, RAVI",GROOVL1N US Tour,"Atlanta, GA",Buckhead Theater,,
USA,Concert,2022-06-05 00:00:00,THE BOYZ,THE B-ZONE in USA,"Atlanta, GA",Coca-Cola Roxy,,
USA,Concert,2022-06-14 00:00:00,DKB,Meet & Live US Tour,"Atlanta, GA",Center Stage Theater,,
USA,Fanmeet,2022-06-22 00:00:00,AB6IX,AB_NEW AREA in U.S.,"Atlanta, GA",Center Stage Theater,,
USA,Concert,2022-07-08 00:00:00,Golden Child,Meet & Live in USA,"Atlanta, GA",Center Stage,,
USA,Concert,2022-07-12 00:00:00,TXT,ACT: LOVE SICK,"Atlanta, GA",Fox Theatre,,
USA,Concert,2022-07-14 00:00:00,Brave Girls,Summer Tour,"Atlanta, GA",Masquerade Heaven,,
USA,Concert,2022-07-17 00:00:00,GSoul,2022 Tour,"Atlanta, GA",Center Stage Loft,,
USA,Concert,2022-08-07 00:00:00,(G)I-DLE,JUST ME ()I-DLE,"Atlanta, GA",Cobb Energy Centre,,
USA,Concert,2022-08-14 00:00:00,KARD,2022 WILD KARD,"Atlanta, GA",[Coca-Cola Roxy](),,
USA,Concert,2022-08-23 00:00:00,LOONA,[LOONATHEWORLD],"Atlanta, GA",[Coca-Cola Roxy](),,
USA,Concert,2022-08-30 00:00:00,"CRAVITY, LIGHTSUM, STAYC, TO1",KCON US Tour,"Atlanta, GA",The Eastern,,
USA,Concert,2022-08-30 00:00:00,SEVENTEEN,BE THE SUN,"Atlanta, GA",State Farm Arena,,
USA,Concert,2022-09-08 00:00:00,Sunmi,GOOD GIRL GONE MAD,"Atlanta, GA",Tabernacle,,
USA,Concert,2022-09-13 00:00:00,JUNNY,the 'blanc' tour,"Atlanta, GA",Center Stage,,
USA,Concert,2022-09-19 00:00:00,DPR,REGIME World Tour,"Atlanta, GA",The Eastern,,
USA,Concert,2022-09-21 00:00:00,VERIVERY,PAGE:0,"Atlanta, GA",[Center Stage](),,
USA,Concert,2022-09-23 00:00:00,WEi,First Love,"Atlanta, GA",The Loft,,
USA,Concert,2022-10-06 00:00:00,OMEGA X,CONNECT: Don't Give Up,"Atlanta, GA",[Center Stage](),,
USA,Concert,2022-10-08 00:00:00,Mark Tuan (GOT7),The Other Side Tour,"Atlanta, GA",The Masquerade,,
USA,Concert,2022-10-11 00:00:00,ENHYPEN,MANIFESTO World Tour,"Atlanta, GA",Gas South Arena,,
USA,Concert,2022-10-22 00:00:00,AleXa,Meet & Live Tour,"Atlanta, GA",Ferst Center for the Arts,,
USA,Festival,2022-10-27 00:00:00,PIXY,Anime Weekend Atlanta,"Atlanta, GA",Renaissance Atlanta Waverly & Cobb Galleria,,
USA,Concert,2022-10-29 00:00:00,The Rose,Heal Together' World Tour,"Atlanta, GA",Buckhead Theatre,,
USA,Concert,2022-11-02 00:00:00,BLACKPINK,BORN PINK' Tour,"Atlanta, GA",State Farm Arena,,
USA,Concert,2022-11-05 00:00:00,ITZY,CHECKMATE' World Tour,"Atlanta, GA",Fox Theatre,,
USA,Concert,2022-11-08 00:00:00,Kim Woojin,First U.S. Tour,"Atlanta, GA",The Loft @ Center Stage,,
USA,Concert,2022-11-21 00:00:00,ATEEZ,THE FELLOWSHIP : BREAK THE WALL,"Atlanta, GA",[State Farm Arena](),,
USA,Concert,2022-11-28 00:00:00,Yerin Baek,North America Tour,"Atlanta, GA",Center Stage,,
USA,Concert,2022-03-12 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Austin, TX",Emo's,,
USA,Festival,2022-03-18 00:00:00,"Woo, Coogie, DeVita, Sogumm, DJ Wegun",SXSW,"Austin, TX",Elysium,,
USA,Concert,2022-04-03 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Austin, TX",Emo's,,
USA,Concert,2022-10-23 00:00:00,DPR,REGIME World Tour,"Austin, TX",Emo's,,
USA,Concert,2022-02-26 00:00:00,TWICE,III' World Tour,"Belmont Park, NY",UBS Arena,,
USA,Concert,2022-02-27 00:00:00,TWICE,III' World Tour,"Belmont Park, NY",UBS Arena,,
USA,Concert,2022-09-01 00:00:00,SEVENTEEN,BE THE SUN,"Belmont Park, NY",UBS Arena,,
USA,Concert,2022-12-07 00:00:00,Yerin Baek,North America Tour,"Berkeley, CA",[The UC Theatre](),,
USA,Concert,2022-09-17 00:00:00,VERIVERY,PAGE:0,"Bethlehem, PA",Musikfest Cafe,,
USA,Concert,2022-03-12 00:00:00,ONEUS,BLOOD MOON Tour,"Beverly Hills, CA",Saban Theatre,,
USA,Concert,2022-02-21 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Boston, MA",House of Blues,,
USA,Concert,2022-03-21 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Boston, MA",House of Blues,,
USA,Concert,2022-04-02 00:00:00,SE SO NEON,2022 Live,"Boston, MA",Middle East,,
USA,Concert,2022-09-14 00:00:00,VERIVERY,PAGE:0,"Boston, MA",The Cabot,,
USA,Concert,2022-09-23 00:00:00,DPR,REGIME World Tour,"Boston, MA",Roadrunner,,
USA,Concert,2022-10-17 00:00:00,The Rose,Heal Together' World Tour,"Boston, MA",Roadrunner Royale,,
USA,Concert,2022-10-19 00:00:00,Mark Tuan (GOT7),The Other Side Tour,"Boston, MA",Royale,,
USA,Concert,2022-11-10 00:00:00,ITZY,CHECKMATE' World Tour,"Boston, MA",MGM Music Hall @ Fenway Park,,
USA,Concert,2022-12-15 00:00:00,Yerin Baek,North America Tour,"Boston, MA",Crystal Ballroom,,
USA,Concert,2022-03-31 00:00:00,SE SO NEON,2022 Live,"Brooklyn, NY",The Monarch,,
USA,Concert,2022-08-12 00:00:00,KARD,2022 WILD KARD,"Brooklyn, NY",Kings Theatre,,
USA,Concert,2022-02-28 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Charlotte, NC",The Fillmore,,
USA,Concert,2022-03-26 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Charlotte, NC",The Fillmore,,
USA,Concert,2022-09-08 00:00:00,DPR,REGIME World Tour,"Charlotte, NC",The Fillmore,,
USA,Concert,2022-01-18 00:00:00,ATEEZ,The Fellowship: The Beginning of the End,"Chicago, IL",Wintrust Arena,,
USA,Concert,2022-02-12 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Chicago, IL",The Vic,,
USA,Concert,2022-02-17 00:00:00,BLITZERS,Check-in US Tour,"Chicago, IL",Northshore PAC,,
USA,Concert,2022-03-01 00:00:00,ONEUS,BLOOD MOON Tour,"Chicago, IL",Concord Music Hall,,
USA,Concert,2022-03-12 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Chicago, IL",The Vic,,
USA,Concert,2022-03-16 00:00:00,VANNER,BOOST UP Pt.1,"Chicago, IL",Bottom Lounge,,
USA,Concert,2022-03-27 00:00:00,"Woo, Coogie, DeVita, Sogumm, DJ Wegun",Above Ordinary,"Chicago, IL",Chop Shop,,
USA,Concert,2022-04-06 00:00:00,SE SO NEON,2022 Live,"Chicago, IL",Chop Shop,,
USA,Concert,2022-05-07 00:00:00,CIX,REBEL in U.S.,"Chicago, IL",The Vic,,
USA,Fanmeet,2022-05-08 00:00:00,CIX,REBEL in U.S. Fan Sign,"Chicago, IL",Chicago Theater Works,,
USA,Concert,2022-05-15 00:00:00,"Xydo, nafla, RAVI",GROOVL1N US Tour,"Chicago, IL",Copernicus Center,,
USA,Concert,2022-05-28 00:00:00,MONSTA X,NO LIMIT US Tour,"Chicago, IL",The Chicago Theatre,,
USA,Concert,2022-06-01 00:00:00,THE BOYZ,THE B-ZONE in USA,"Chicago, IL",[Rosemont Theatre](),,
USA,Concert,2022-06-12 00:00:00,DKB,Meet & Live US Tour,"Chicago, IL",Concord Music Hall,,
USA,Fanmeet,2022-06-24 00:00:00,AB6IX,AB_NEW AREA in U.S.,"Chicago, IL",Northshore PAC,,
USA,Concert,2022-07-01 00:00:00,Stray Kids,MANIAC World Tour,"Chicago, IL",United Center,,
USA,Concert,2022-07-04 00:00:00,Golden Child,Meet & Live in USA,"Chicago, IL",Concord Music Hall,,
USA,Concert,2022-07-07 00:00:00,Dreamcatcher,Apocalypse: Save us,"Chicago, IL",Radius Chicago,,
USA,Concert,2022-07-07 00:00:00,TXT,ACT: LOVE SICK,"Chicago, IL",[Rosemont Theater](),,
USA,Concert,2022-07-10 00:00:00,GSoul,2022 Tour,"Chicago, IL",Chop Shop,,
USA,Concert,2022-07-16 00:00:00,Brave Girls,Summer Tour,"Chicago, IL",Avondale Music Hall,,
USA,Concert,2022-08-03 00:00:00,(G)I-DLE,JUST ME ()I-DLE,"Chicago, IL",Radius,,
USA,Concert,2022-08-11 00:00:00,LOONA,[LOONATHEWORLD],"Chicago, IL",[Radius](),,
USA,Concert,2022-08-16 00:00:00,KARD,2022 WILD KARD,"Chicago, IL",House of Blues,,
USA,Concert,2022-08-25 00:00:00,SEVENTEEN,BE THE SUN,"Chicago, IL",United Center,,
USA,Concert,2022-08-30 00:00:00,MCND,1ST' America Tour,"Chicago, IL",Bottom Lounge,,
USA,Concert,2022-09-02 00:00:00,Sunmi,GOOD GIRL GONE MAD,"Chicago, IL",Riviera Theatre,,
USA,Concert,2022-09-25 00:00:00,WEi,First Love,"Chicago, IL",Avondale Theater,,
USA,Concert,2022-09-26 00:00:00,VERIVERY,PAGE:0,"Chicago, IL",Concord Music Hall,,
USA,Concert,2022-09-28 00:00:00,DPR,REGIME World Tour,"Chicago, IL",Radius,,
USA,Concert,2022-10-10 00:00:00,OMEGA X,CONNECT: Don't Give Up,"Chicago, IL",[Concord Music Hall](),,
USA,Concert,2022-10-11 00:00:00,The Rose,Heal Together' World Tour,"Chicago, IL",[Radius]() Concord Music Hall,,
USA,Concert,2022-10-13 00:00:00,ENHYPEN,MANIFESTO World Tour,"Chicago, IL",Wintrust Arena,,
USA,Concert,2022-10-23 00:00:00,AleXa,North American Tour,"Chicago, IL",[Avondale Music Hall](),,
USA,Concert,2022-10-24 00:00:00,Mark Tuan (GOT7),The Other Side Tour,"Chicago, IL",House of Blues,,
USA,Concert,2022-11-06 00:00:00,Kim Woojin,First U.S. Tour,"Chicago, IL",Avondale Music Hall,,
USA,Concert,2022-11-07 00:00:00,ITZY,CHECKMATE' World Tour,"Chicago, IL",Rosemont Theatre,,
USA,Concert,2022-11-10 00:00:00,BLACKPINK,BORN PINK' Tour,"Chicago, IL",United Center,,
USA,Concert,2022-11-19 00:00:00,ATEEZ,THE FELLOWSHIP : BREAK THE WALL,"Chicago, IL",Wintrust Arena,,
USA,Concert,2022-12-02 00:00:00,SF9,LIVE FANTASY #4 'DELIGHT',"Chicago, IL",,,
USA,Concert,2022-12-11 00:00:00,Yerin Baek,North America Tour,"Chicago, IL",Chop Shop,,
USA,Concert,2022-02-15 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Cleveland, OH",House of Blues,,
USA,Concert,2022-02-25 00:00:00,ONEUS,BLOOD MOON Tour,"Cleveland, OH",Agora Ballroom,,
USA,Concert,2022-03-15 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Cleveland, OH",House of Blues,,
USA,Concert,2022-02-13 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Columbus, OH",Newport Music Hall,,
USA,Concert,2022-09-24 00:00:00,VERIVERY,PAGE:0,"Covington, KY",Madison Theater,,
USA,Concert,2022-01-24 00:00:00,ATEEZ,The Fellowship: The Beginning of the End,"Dallas, TX",,,
USA,Concert,2022-03-06 00:00:00,ONEUS,BLOOD MOON Tour,"Dallas, TX",South Side Music Hall,,
USA,Concert,2022-03-11 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Dallas, TX",The Echo Lounge & Music Hall,,
USA,Concert,2022-03-20 00:00:00,"Woo, Coogie, DeVita, Sogumm, DJ Wegun",Above Ordinary,"Dallas, TX",Deep Ellum Art Co,,
USA,Concert,2022-03-28 00:00:00,VANNER,BOOST UP Pt.1,"Dallas, TX",South Side Music Hall,,
USA,Concert,2022-04-01 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Dallas, TX",[The Studio at the Factory),,
USA,Fanmeet,2022-05-04 00:00:00,CIX,REBEL in U.S. Fan Sign,"Dallas, TX",Mesquite Arts Center,,
USA,Concert,2022-05-05 00:00:00,CIX,REBEL in U.S.,"Dallas, TX",House of Blues,,
USA,Concert,2022-05-20 00:00:00,"Xydo, nafla, RAVI",GROOVL1N US Tour,"Dallas, TX",South Side Music Hall,,
USA,Concert,2022-05-31 00:00:00,Woosung,MOTH EP Showcase,"Dallas, TX",House of Blues,,
USA,Concert,2022-06-15 00:00:00,DKB,Meet & Live US Tour,"Dallas, TX",South Side Music Hall,,
USA,Fanmeet,2022-06-26 00:00:00,AB6IX,AB_NEW AREA in U.S.,"Dallas, TX",Studio at the Factory,,
USA,Concert,2022-06-30 00:00:00,Golden Child,Meet & Live in USA,"Dallas, TX",South Side Music Hall,,
USA,Concert,2022-07-14 00:00:00,TXT,ACT: LOVE SICK,"Dallas, TX",Texas Trust CU Theatre,,
USA,Concert,2022-07-17 00:00:00,Brave Girls,Summer Tour,"Dallas, TX",South Side Music Hall,,
USA,Concert,2022-07-30 00:00:00,(G)I-DLE,JUST ME ()I-DLE,"Dallas, TX",The Factory in Deep Ellum,,
USA,Concert,2022-08-25 00:00:00,LOONA,[LOONATHEWORLD],"Dallas, TX",[Music Hall @ Fair Park](),,
USA,Concert,2022-08-28 00:00:00,"CRAVITY, LIGHTSUM, STAYC, TO1",KCON US Tour,"Dallas, TX",,,
USA,Concert,2022-08-30 00:00:00,KARD,2022 WILD KARD,"Dallas, TX",Majestic Theater,,
USA,Concert,2022-09-11 00:00:00,JUNNY,the 'blanc' tour,"Dallas, TX",Trees,,
USA,Concert,2022-09-19 00:00:00,WEi,First Love,"Dallas, TX",[South Side Music Hall](),,
USA,Concert,2022-10-02 00:00:00,VERIVERY,PAGE:0,"Dallas, TX",House of Blues,,
USA,Concert,2022-10-06 00:00:00,Mark Tuan (GOT7),The Other Side Tour,"Dallas, TX",House of Blues,,
USA,Concert,2022-10-15 00:00:00,OMEGA X,CONNECT: Don't Give Up,"Dallas, TX",[House of Blues](),,
USA,Concert,2022-10-24 00:00:00,DPR,REGIME World Tour,"Dallas, TX",South Side Ballroom,,
USA,Concert,2022-10-25 00:00:00,BLACKPINK,BORN PINK' Tour,"Dallas, TX",American Airlines Center,,
USA,Concert,2022-11-01 00:00:00,ITZY,CHECKMATE' World Tour,"Dallas, TX",The Pavilion @ Toyota Music Factory,,
USA,Concert,2022-11-03 00:00:00,The Rose,Heal Together' World Tour,"Dallas, TX",The Factory in Deep Ellum,,
USA,Concert,2022-11-10 00:00:00,Kim Woojin,First U.S. Tour,"Dallas, TX",Viva's Lounge,,
USA,Concert,2022-12-05 00:00:00,SF9,LIVE FANTASY #4 'DELIGHT',"Dallas, TX",,,
USA,Concert,2022-11-16 00:00:00,ATEEZ,THE FELLOWSHIP : BREAK THE WALL,"Dallas/Fort Worth, TX",[Dickies Arena](),,
USA,Concert,2022-02-09 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Denver, CO",Gothic Theatre,,
USA,Concert,2022-03-09 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Denver, CO",Ogden Theatre,,
USA,Concert,2022-04-03 00:00:00,VANNER,BOOST UP Pt.1,"Denver, CO",Summit Music Hall,,
USA,Concert,2022-05-19 00:00:00,"Xydo, nafla, RAVI",GROOVL1N US Tour,"Denver, CO",Oriental Theater,,
USA,Concert,2022-06-17 00:00:00,DKB,Meet & Live US Tour,"Denver, CO",Aggie Theatre,,
USA,Concert,2022-06-28 00:00:00,Golden Child,Meet & Live in USA,"Denver, CO",Fox Theatre,,
USA,Concert,2022-07-12 00:00:00,Dreamcatcher,Apocalypse: Save us,"Denver, CO",Fillmore Auditorium,,
USA,Concert,2022-07-19 00:00:00,Brave Girls,Summer Tour,"Denver, CO",Fox Theatre,,
USA,Concert,2022-08-06 00:00:00,LOONA,[LOONATHEWORLD],"Denver, CO",Fillmore Auditorium,,
USA,Concert,2022-08-28 00:00:00,KARD,2022 WILD KARD,"Denver, CO",Fillmore Auditorium,,
USA,Concert,2022-10-12 00:00:00,OMEGA X,CONNECT: Don't Give Up,"Denver, CO",[Fillmore Auditorium](),,
USA,Concert,2022-12-08 00:00:00,SF9,LIVE FANTASY #4 'DELIGHT',"Denver, CO",,,
USA,Concert,2022-12-09 00:00:00,Yerin Baek,North America Tour,"Denver, CO",Marquis Theatre,,
USA,Concert,2022-02-18 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Detroit, MI",St. Andrew's Hall,,
USA,Concert,2022-03-13 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Detroit, MI",St. Andrew's Hall,,
USA,Concert,2022-05-26 00:00:00,MONSTA X,NO LIMIT US Tour,"Detroit, MI",Fox Theatre Detroit,,
USA,Concert,2022-06-04 00:00:00,Monsta X,NO LIMIT US Tour,"Duluth, GA",Gas South Arena,,
USA,Concert,2022-05-24 00:00:00,MONSTA X,NO LIMIT US Tour,"Fairfax, VA",EagleBank Arena,,
USA,Concert,2022-02-22 00:00:00,TWICE,III' World Tour,"Fort Worth, TX",Dickies Arena,,
USA,Concert,2022-07-14 00:00:00,GSoul,2022 Tour,"Fort Worth, TX",Tulips,,
USA,Concert,2022-08-23 00:00:00,SEVENTEEN,BE THE SUN,"Fort Worth, TX",[Dickies Arena](),,
USA,Concert,2022-10-06 00:00:00,ENHYPEN,MANIFESTO World Tour,"Fort Worth, TX",Dickies Arena,,
USA,Concert,2022-12-01 00:00:00,Yerin Baek,North America Tour,"Fort Worth, TX",Tulips,,
USA,Concert,2022-03-07 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Ft. Lauderdale, FL",The Culture Room,,
USA,Concert,2022-06-06 00:00:00,Monsta X,NO LIMIT US Tour,"Ft. Worth, TX",Dickies Arena,,
USA,Concert,2022-09-11 00:00:00,DPR,REGIME World Tour,"Hollywood, FL",Hard Rock Live,,
USA,Concert,2022-03-07 00:00:00,ONEUS,BLOOD MOON Tour,"Houston, TX",White Oak Music Hall,,
USA,Concert,2022-03-10 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Houston, TX",Warehouse Live - Ballroom,,
USA,Concert,2022-03-18 00:00:00,P1Harmony,P1ustage H : PEACE Tour,"Houston, TX",713 Music Hall,,
USA,Concert,2022-03-21 00:00:00,"Woo, Coogie, DeVita, Sogumm, DJ Wegun",Above Ordinary,"Houston, TX",Secret Group,,
USA,Concert,2022-03-26 00:00:00,VANNER,BOOST UP Pt.1,"Houston, TX",Warehouse Live,,
USA,Concert,2022-04-02 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Houston, TX",Warehouse Live,,
USA,Concert,2022-04-12 00:00:00,MustB,2022 US Tour,"Houston, TX",,,
USA,Concert,2022-07-15 00:00:00,GSoul,2022 Tour,"Houston, TX",Warehouse Live Studio,,
USA,Concert,2022-07-17 00:00:00,TXT,ACT: LOVE SICK,"Houston, TX",Smart Financial Centre,,
USA,Convention,2022-07-28 00:00:00,Dreamcatcher,Anime Matsuri,"Houston, TX",George R. Brown Convention Center,,
USA,Concert,2022-08-01 00:00:00,(G)I-DLE,JUST ME ()I-DLE,"Houston, TX",Hobby Center,,
USA,Concert,2022-08-20 00:00:00,SEVENTEEN,BE THE SUN,"Houston, TX",Toyota Center,,
USA,Concert,2022-08-26 00:00:00,LOONA,[LOONATHEWORLD],"Houston, TX",[713 Music Hall](),,
USA,Concert,2022-08-27 00:00:00,"CRAVITY, LIGHTSUM, STAYC, TO1",KCON US Tour,"Houston, TX",,,
USA,Concert,2022-09-01 00:00:00,KARD,2022 WILD KARD,"Houston, TX",Bayou Music Center,,
USA,Concert,2022-09-12 00:00:00,JUNNY,the 'blanc' tour,"Houston, TX",Last Concert Cafe,,
USA,Concert,2022-09-21 00:00:00,WEi,First Love,"Houston, TX",Warehouse Live,,
USA,Concert,2022-10-04 00:00:00,Mark Tuan (GOT7),The Other Side Tour,"Houston, TX",White Oak Music Hall,,
USA,Concert,2022-10-08 00:00:00,ENHYPEN,MANIFESTO World Tour,"Houston, TX",Smart Financial Centre,,
USA,Concert,2022-10-26 00:00:00,DPR,REGIME World Tour,"Houston, TX",Bayou Music Center,,
USA,Concert,2022-10-27 00:00:00,AleXa,Meet & Live Tour,"Houston, TX",Hobby Center,,
USA,Concert,2022-10-29 00:00:00,BLACKPINK,BORN PINK' Tour,"Houston, TX",Toyota Center,,
USA,Concert,2022-11-01 00:00:00,The Rose,Heal Together' World Tour,"Houston, TX",Bayou Music Center House of Blues,,
USA,Concert,2022-11-03 00:00:00,ITZY,CHECKMATE' World Tour,"Houston, TX",Smart Financial Centre @ Sugar Land,,
USA,Concert,2022-11-30 00:00:00,Yerin Baek,North America Tour,"Houston, TX",Warehouse Live,,
USA,Concert,2022-12-02 00:00:00,Golden Child,Meet & Live Grand America,"Houston, TX",Cullen Performance Hall,,
USA,Festival,2022-04-15 00:00:00,Epik High,Coachella Valley Arts & Music Festival,"Indio, CA",Empire Polo Club,,
USA,Concert,2022-02-15 00:00:00,TWICE,III' World Tour,"Inglewood, CA",The Forum,,
USA,Concert,2022-02-16 00:00:00,TWICE,III' World Tour,"Inglewood, CA",The Forum,,
USA,Concert,2022-09-15 00:00:00,DKB,Meet & Live Grand America,"Jersey City, NJ",White Eagle Hall,,
USA,Concert,2022-10-18 00:00:00,AleXa,Meet & Live Tour,"Jersey City, NJ",White Eagle Hall,,
USA,Concert,2022-11-03 00:00:00,Kim Woojin,First U.S. Tour,"Jersey City, NJ",White Eagle Hall,,
USA,Concert,2022-11-27 00:00:00,Golden Child,Meet & Live Grand America,"Jersey City, NJ",White Eagle Hall,,
USA,Concert,2022-08-08 00:00:00,LOONA,[LOONATHEWORLD],"Kansas City, MO",Uptown Theater,,
USA,Concert,2022-04-09 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Las Vegas, NV",House of Blues,,
USA,Concert,2022-10-09 00:00:00,DPR,REGIME World Tour,"Las Vegas, NV",Theater @ Virgin Hotels,,
USA,Concert,2022-11-07 00:00:00,The Rose,Heal Together' World Tour,"Las Vegas, NV",House of Blues,,
USA,Concert,2022-03-03 00:00:00,ONEUS,BLOOD MOON Tour,"Lawrence, KS",Liberty Hall,,
USA,Concert,2022-04-01 00:00:00,VANNER,BOOST UP Pt.1,"Lawrence, KS",Granada Theatre,,
USA,Concert,2022-09-30 00:00:00,VERIVERY,PAGE:0,"Lawrence, KS",Granada Theatre,,
USA,Concert,2022-10-14 00:00:00,OMEGA X,CONNECT: Don't Give Up,"Lawrence, KS",[Granada Theater](),,
USA,Concert,2022-05-22 00:00:00,"Xydo, nafla, RAVI",GROOVL1N US Tour,Los Angeles,TBA,,
USA,Concert,2022-01-29 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Los Angeles, CA",The Wiltern,,
USA,Concert,2022-01-30 00:00:00,ATEEZ,The Fellowship: The Beginning of the End,"Los Angeles, CA",The Forum,,
USA,Concert,2022-02-05 00:00:00,BLITZERS,Check-in US Tour,"Los Angeles, CA",El Rey Theatre,,
USA,Concert,2022-04-01 00:00:00,"Woo, Coogie, DeVita, Sogumm, DJ Wegun",Above Ordinary,"Los Angeles, CA",The Vermont,,
USA,Concert,2022-04-08 00:00:00,VANNER,BOOST UP Pt.1,"Los Angeles, CA",The Vermont Hollywood,,
USA,Concert,2022-04-10 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Los Angeles, CA",The Novo,,
USA,Concert,2022-04-10 00:00:00,SE SO NEON,2022 Live,"Los Angeles, CA",1720,,
USA,Concert,2022-04-16 00:00:00,MustB,2022 US Tour,"Los Angeles, CA",,,
USA,Concert,2022-04-27 00:00:00,CIX,REBEL in U.S.,"Los Angeles, CA",The Wiltern,,
USA,Fanmeet,2022-04-28 00:00:00,CIX,REBEL in U.S. Fan Sign,"Los Angeles, CA",Zipper Concert Hall,,
USA,Concert,2022-05-14 00:00:00,TWICE,III' World Tour Encore,"Los Angeles, CA",Banc of California Stadium,,
USA,Concert,2022-05-29 00:00:00,THE BOYZ,THE B-ZONE in USA,"Los Angeles, CA",Pasadena Civic Auditorium,,
USA,Concert,2022-06-11 00:00:00,Monsta X,NO LIMIT US Tour,"Los Angeles, CA",[The Forum](),,
USA,Concert,2022-06-17 00:00:00,Minzy (2NE1),KTOWN Night Market,"Los Angeles, CA",,,
USA,Concert,2022-06-19 00:00:00,DKB,Meet & Live US Tour,"Los Angeles, CA",Wilshire Ebell Theatre,,
USA,Concert,2022-06-26 00:00:00,Golden Child,Meet & Live in USA,"Los Angeles, CA",Teragram Ballroom,,
USA,Fanmeet,2022-07-01 00:00:00,AB6IX,AB_NEW AREA in U.S.,"Los Angeles, CA",El Rey,,
USA,Fanmeet,2022-07-04 00:00:00,AB6IX,hello82 Fanmeet,"Los Angeles, CA",,,
USA,Concert,2022-07-09 00:00:00,Stray Kids,MANIAC World Tour,"Los Angeles, CA",The Kia Forum,,
